specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;Berberidaceae_scientific_name - scientific_name;Berberidaceae_scientific_name - species_name_not_in_list;Berberidaceae_scientific_name - genus_name_not_in_list;Berberidaceae_scientific_name - not_sure;Berberidaceae_scientific_name - no_info
B;Herbarium Berolinense;B101200068;11;10043764;BERBERIDACEAE;indet.;sp.;;Österreich;False;;;;Oberösterreich;;;;Baschant;;False;01/04/1952 - 30/04/1952;False;False;;True;;;True;Urfahr-Linz, verwildert.;False;;Baschant;False;48.3138122 , 14.2804026;;;;False;Berberis aquifolium Nutt.;;;;
B;Herbarium Berolinense;B101200053;11;10043764;BERBERIDACEAE;indet.;sp.;;Polen;True;;;False;Dolnośląskie;;;False;C. Baenitz;;;21/04/1910 - 09/08/1910;;;32904;;;;True;"Breslau; Scheitniger Park. 120 m.";;False;C. Baenitz,J. Riemer;;51.11497545 , 17.082114490482354;;;;;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200385;11;10043764;BERBERIDACEAE;indet.;sp.;;Polen;True;;;;Dolnośląskie;;;;C. Baenitz;;False;20/04/1899 - 27/07/1899;False;False;;True;;;True;"Breslau; I. Baumschule in Scheitnig. 120 m. Heimisch in Nordamerika.";;False;C. Baenitz;False;;;;;True;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200015;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen-Anhalt;;;;Ba. [Baschant];;False;01/04/1933 - 30/04/1933;False;False;;True;;;True;Halle – S.;False;;Baschant;False;51.4825041 , 11.9705452;;;;False;Berberis aquifolium Pursh;;;;
B;Herbarium Berolinense;B101200083;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen-Anhalt;;;;Joachim Dähnn;;False;04/05/1951 - 04/05/1951;False;False;;True;;;True;"Kreis Quedlinburg, Aufgang zur Altenburg am Gasthaus ""Berggarten""";False;;Dähnn;False;51.7817146 , 11.1123872;;;;False;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200030;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Berlin;;;False;;;True;01/04/1917 - 30/04/1917;;;;True;;;True;Blankenfelde;;False;Roman Schulz;;52.6186272 , 13.3884468;;;;;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200098;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;Bothe;;False;13/10/1935 - 13/10/1935;False;False;;True;;;True;Am Kloster Chorin;;False;H. Bothe;;52.8935645 , 13.884716;;;;;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200045;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Brandenburg;;;;Heiland;;False;01/05/1867 - 31/05/1867;False;False;;True;;;True;Lychen, gepfl. (Heimat: Nordamerika.);False;;H. Bothe;False;53.2083284 , 13.3164795;;;;False;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200060;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;False;Berlin;;;False;R. Groß;;;01/05/1920 - 31/05/1920;;;;True;;;True;Berlin, häufig in Gärten.;;False;;True;52.5170365 , 13.3888599;;;;;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200075;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;False;Berlin;;;False;R. Gross;;;20/05/1919 - 20/05/1919;;;;True;;;True;Berlin. in Gärten.;;False;;True;52.5170365 , 13.3888599;;;;;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200090;11;10043764;BERBERIDACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101200105;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;O. et R. Schulz;;;01/04/1889 - 30/04/1889;;;;True;;;True;Berlin. In Gärten als Zierstrauch;False;;;True;52.5170365 , 13.3888599;;;;False;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200120;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Berlin;;;False;;;True;09/05/1863 - 09/05/1863;;;;True;;;True;Thiergarten;;False;;True;52.51387006201794 , 13.355598449707033;;;;;Berberis aquifolium Nutt.;;;;
B;Herbarium Berolinense;B101200135;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Berlin;;;False;Harry Herold;;;30/12/1945 - 30/12/1945;;;;True;;;True;Bez. Spandau: Anlagen beim Bahnhof Siemensstadt.;;False;H. Herold;;52.53962778761014 , 13.264167308807375;;;;;Berberis aquifolium Pursh;;;;
B;Herbarium Berolinense;B101200113;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;;;;False;Berlin;;;False;[Willing];;;16/07/1994 - 16/07/1994;;;861 D;;;;True;Berlin-Treptow, Johannisthal, Königsheide, Jagen 134, 136. Kiefernwald, Eichenwald, 35 m;;False;Willing;;52.454020279264086 , 13.492927551269531;;;;;Mahonia aquifolium (Pursh) Nutt.;;;;
B;Herbarium Berolinense;B101200203;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Nordrhein-Westfalen;;;;;;True;;;True;;True;;;True;H. Bonn;False;;L. C. Treviranus;False;;;;;True;Berberis repens Lindl.;;;;
B;Herbarium Berolinense;B101200185;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Nordrhein-Westfalen;;;;;;True;01/04/1840 - 30/04/1840;False;False;;True;;;True;Eh Col.;False;;Sehlmeyer;False;;;;;True;Berberis repens Lindl.;;;;
B;Herbarium Berolinense;B101200200;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Nordrhein-Westfalen;;;;;;True;01/01/1838 - 31/12/1838;False;False;;True;;;True;H. Bonn.;False;;L. C. Treviranus;False;;;;;True;Berberis aquifolium Pursh;;;;
B;Herbarium Berolinense;B101199120;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Tennessee;;;;Rugel;;False;01/04/1842 - 31/08/1842;False;False;;True;;;True;In locis humidis silvarum region. med. mont. Smokey Ms.;False;;;True;;;;;True;Diphylleia cymosa Michx.;;;;
B;Herbarium Berolinense;B101199121;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;North Carolina;;;;;;True;21/05/1897 - 21/05/1897;False;False;1213c;False;;;True;Along streams, at altitudes between 3-5,000 feet, near Highlands, Macon County;False;;;True;35.05191477689803 , -83.19723129272462;;;;False;Diphylleia cymosa Michx.;;;;
B;Herbarium Berolinense;B101199119;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;North Carolina;;;;J. Dan Pittillo;;False;09/09/1967 - 09/09/1967;False;False;2876;False;;;True;Jackson County: N. C. 107 at pipeline from Lake Thorpe in Nantahalla Nat. Forest. Seepage areas on slope in mixed hardwoods. Elev. 3200 ft.;False;;;True;35.173338 , -83.138155;;;;False;Diphylleia cymosa Michx.;;;;
B;Herbarium Berolinense;B101199116;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Yunnan(云南);;;;Delavay;;False;01/05/1890 - 31/05/1890;False;False;;True;;;True;Les bois de Ma-eul-chan;;False;;True;26.182553513299307 , 100.12390136718751;;;;;Diphylleia cymosa Michx.;;;;
B;Herbarium Berolinense;B101199117;11;10043764;BERBERIDACEAE;indet.;sp.;;China;;;;False;Yunnan(云南);;;False;Delavay;;;01/05/1890 - 31/05/1890;;;;True;;;True;Les bois de Ma-eul-chan;;False;;True;26.183 , 100.124;;;;;Diphylleia cymosa Michx.;;;;
B;Herbarium Berolinense;B101199115;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Hubei(湖北);;;;E. H. Wilson;;False;;;True;2112;False;;;True;Central-China: West-Hupeh.;False;;;True;;;;;True;Diphylleia cymosa Michx.;;;;
B;Herbarium Berolinense;B101199118;11;10043764;BERBERIDACEAE;indet.;sp.;;China;False;;;;Yunnan(云南);;;;Delavay;;False;;;True;;True;;;True;Province du Yun-nan;False;;E. Drake;False;;;;;True;Diphylleia cymosa Michx.;;;;
B;Herbarium Berolinense;B101199075;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;L. Diels;;False;28/05/1943 - 28/05/1943;False;False;;True;;;True;Kult. Bot. Garten Berlin-Dahlem.;False;;;True;;;;;True;Diphylleia cymosa Michx.;;;;
B;Herbarium Berolinense;B101199074;11;10043764;BERBERIDACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;;;True;01/05/1851 - 31/05/1851;False;False;;True;;;True;hort. Berol;False;;;True;;;;;True;Diphylleia cymosa Michx.;;;;
B;Herbarium Berolinense;B100616349;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;New York;;;;R. Böcker;;False;27/07/1975 - 27/07/1975;False;False;USA.HDD 110;False;;;True;Catskill Mountains;False;;R. Böcker;False;42.1634166013009 , -74.24697875976564;;;;False;Caulophyllum Michx.;;;;
B;Herbarium Berolinense;B101199822;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Wisconsin;;;;J. H. Schütte;;False;20/05/1880 - 20/05/1880;False;False;;True;;;True;Green Bay: Town Preble, Cedar Swamp.;False;;Otto Fiedler;False;44.46982540903244 , -87.99121856689455;;;;False;Leontice thalictroides L.;;;;
B;Herbarium Berolinense;B101199823;11;10043764;BERBERIDACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101199821;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;False;Illinois;;;False;L. M. Underwood;;;01/01/1883 - 31/12/1883;False;False;;True;;;True;Bloomington Ill[inois];;False;;True;40.4797828 , -88.9939147;;;;;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B101199824;11;10043764;BERBERIDACEAE;indet.;sp.;;Kanada;False;;;;Ontario;;;;W. H. Minshall;;False;03/05/1953 - 03/05/1953;False;False;4110;False;;;True;Middlesex Co., Westminster twp. Conc. I. 2 miles south of Byron. Hardwood bush. Occasional.;False;;;True;42.93801111111111 , -81.21027777777778;;;;;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B101199820;11;10043764;BERBERIDACEAE;indet.;sp.;;Kanada;False;;;;Ontario;;;;Geo. L. Fisher;;False;03/05/1908 - 03/05/1908;False;False;;True;;;True;St. Thomas;False;;;True;42.77977933922529 , -81.18106842041017;;;;False;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B101199819;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Maryland;;;;M. L. Brown;;;01/04/1980 - 30/04/1980;;;;True;;;True;"Grantsville, Garrett Co., Md. 21II ft.; mixed hardwood forrest.";;False;;True;39.695477146993255 , -79.15111498193687;;;;False;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B101199928;11;10043764;BERBERIDACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;;;True;States of North America;;False;;True;;;;;True;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B101199926;11;10043764;BERBERIDACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;;;True;Amer.[America] Septentr. [septentrionalis];False;;L. C. Treviranus;False;;;;;True;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B101199927;11;10043764;BERBERIDACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;;;True;Amer[ica]. Septentr[ionalis].;False;;L. C. Treviranus;False;;;;;True;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B101199925;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;;;;False;Pennsylvania;;;False;Th. Eckardt;;;29/05/1972 - 29/05/1972;;;2 287;;;;True;Raccoon Creek Wildflower Reserve, westl. Pittsburgh;;False;;True;40.5074 , -80.3656;;;;;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B100549514;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;;;;False;Missouri;;;False;Julian A. Steyermark;;;24/04/1941 - 24/04/1941;;;28313;;;;True;Christian Co.: North-facing slopes along Swan creek, 1/2 to 1 mi. east and northeast of Keltner. Common at base of bluffs, but especially on shoulder 1/2 to 2/3 way up.;;False;;True;36.96950673947153 , -92.94579505920412;;;;;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B100539363;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;;;;False;North Carolina;;;False;Dan Pittillo, R. Harburn;;;27/04/1970 - 27/04/1970;;;3154;;;;True;Jackson County, N. C. 107, 7 miles north of Cashiers at pipeline from Lake Thorpe. Plants common in cove. Elev. 3200 ft.;;False;;True;35.18938119953993 , -83.13474655151369;;;;;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B100651775;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;;;;False;Ohio;;;False;C. G. Lloyd;;;10/04/1882 - 10/04/1882;;;;True;;;True;near Cincinnati;;False;;True;39.1014537 , -84.5124602;;;;;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B101199063;11;10043764;BERBERIDACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;Wisconsin;;;;Huron H. Smith;;False;07/08/1922 - 07/08/1922;False;False;8083;False;;;True;Ferry Bluffs, Sauk;False;;;True;43.23844977611929 , -89.81048583984375;;;;False;Caulophyllum thalictroides (L.) Michx.;;;;
B;Herbarium Berolinense;B101199930;11;10043764;BERBERIDACEAE;indet.;sp.;;China;;;;False;Jilin(吉林);;;False;W. Herrmann;;;10/06/1989 - 20/06/1989;;;;True;;;True;Cang Bai Shan: Pinus koraiensis-Broadleaf forest. [Shade–semishade] understorey. 750 m alt.;;False;;True;42.020000285483974 , -232.10327152050675;;;;;Caulophyllum robustum Maxim.;;;;
B;Herbarium Berolinense;B101199929;11;10043764;BERBERIDACEAE;indet.;sp.;;Japan;;;;False;Nagano(長野県);;;False;M. Tamura et K. Kosuge;;;21/05/1981 - 21/05/1981;;;26933;;M. Tamura;;;Honshu: Prov. Shinano: Matsumoto: Fukashinomori, 1350 m. Under deciduous forest.;;False;;True;36.326583969287476 , 138.07291030883792;;;;False;Caulophyllum robustum Maxim.;;;;
B;Herbarium Berolinense;B101199931;11;10043764;BERBERIDACEAE;indet.;sp.;;Russland;False;;;;Primorski krai(Приморский край);;;;N. Telekalo, N. Konakotova, A. Gentov;;False;05/08/1978 - 15/08/1978;False;False;;True;;;True;Distr. Dalnegorskij, in vicin. pag. Tscheremschan, in silva frondosa.;False;;;True;44.698055555555555 , 135.78166666666667;;;;;Caulophyllum robustum Maxim.;;;;
B;Herbarium Berolinense;B101195738;11;10043764;BERBERIDACEAE;indet.;sp.;;Russland;False;;;;Primorski krai(Приморский край);;;;Maak;;False;;;True;;True;;;True;Ad fluvium Ussuri, Amur Gebiet.;False;;;True;;;;;True;Caulophyllum robustum Maxim.;;;;
B;Herbarium Berolinense;B101195736;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;False;;;;Khorasan;;;;K. H. Rechinger;;False;05/05/1975 - 05/05/1975;False;False;51285;False;;;True;12 km NE Rivash, N Kashmar, 2000 m;False;;K. H. Rechinger;False;35.55775385004771 , 58.5403060913086;;;;False;Bongardia chrysogonum (L.) Boiss.;;;;
B;Herbarium Berolinense;B101195739;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;False;;;;North Khorasan;;;False;K. H. Rechinger;;False;12/06/1975 - 13/06/1975;False;False;53323;False;;;True;"Persia: E. Khorasan (Gulul Sarani Protected Region): Kopet Dagh: In altiplanitie (""dasht"") ad custodelam, substr. calc., 2100-2300 m";;False;K. H. Rechinger;False;37.8 , 58.1333;;;;False;Bongardia chrysogonum (L.) Boiss.;;;;
B;Herbarium Berolinense;B101195740;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;;;;False;East Azarbaijan;;;False;K. H. Rechinger;;;14/06/1977 - 14/06/1977;;;56755;;;;True;In argillosis 52 km a Siah Chaman versus Maragheh, 1600-1750 m;;False;;True;37.375051623528094 , 46.8691922818563;;;;;Bongardia chrysogonum (L.) Spach;;;;
B;Herbarium Berolinense;B101195741;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;False;;;;Tehran;;;;K. H. Rechinger;;False;08/04/1948 - 08/04/1948;False;False;2611;False;K. Browicz;;False;Persia: C: Tehran: M. Elburs centr.: in glareosis declivium austral. M. Tochal inter Draband et Pasgaleh, 1400-1600 m;False;;;True;35.8135171 , 51.429482;;;;False;Bongardia chrysogonum (L.) Spach;;;;
B;Herbarium Berolinense;B101195742;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;False;;;;Qom;;;;K. H. et F. Rechinger;;False;19/04/1948 - 19/04/1948;False;False;2644;False;K. Browicz;;False;Prov. Teheran: Kum [Ghom], inter segetes, ca. 900 m.;False;;K. H. et F. Rechinger;;34.6422939 , 50.8801184;;;;False;Bongardia chrysogonum (L.) Spach;;;;
B;Herbarium Berolinense;B101195743;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;False;;;;Fars;;;;W. Frey, W. Probst;;False;18/03/1972 - 18/03/1972;False;False;834;False;S. Mobayen;;;bei Kazerun, 1050 m, aufgelassene Felder;;False;;True;29.638307697095538 , 51.676254272460945;;;;;Bongardia chrysogonum (L.) Spach;;;;
B;Herbarium Berolinense;B101195737;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;False;;;;Tehran;;;;Gauba;;False;28/04/1933 - 28/04/1933;False;False;179;False;J. Bornmüller;;False;Keredj: Ebene;False;;Bornmüller;False;35.827631428283475 , 50.966606140136726;;;;False;Bongardia C.A.Mey.;;;;
B;Herbarium Berolinense;B101195745;11;10043764;BERBERIDACEAE;indet.;sp.;;Irak;False;;;;Mousl (Nainawa)((نينوى) الموصل);;;;S. A. Sofaji;;;;;True;138;False;Sahin;;;College of Agric., Hammam-el-Alil, south of Mosul;;False;;True;36.157 , 43.248;;;;;Bongardia C.A.Mey.;;;;
B;Herbarium Berolinense;B101195746;11;10043764;BERBERIDACEAE;indet.;sp.;;Irak;;;;False;Mousl (Nainawa)((نينوى) الموصل);;;False;M. Hossain & S. Sofaji;;;05/04/1978 - 05/04/1978;;;;True;Mosharraf [Hossain];;;c. 15 km S of Mosul. Weed in Barley field;;False;;True;36.21713314983094 , 43.10485839843751;;;;;Bongardia chrysogonum (L.) Boiss.;;;;
B;Herbarium Berolinense;B100510551;11;10043764;BERBERIDACEAE;indet.;sp.;;Irak;False;;;;Mousl (Nainawa)((نينوى) الموصل);;;;L.J.G. van der Maesen With: M. J. R. van der Maesen-van den Brink;;False;04/05/1974 - 04/05/1974;False;False;1829;False;Peter Hein;;False;Ninawá (Nineveh), campus, College of Agriculture Hammam-el-Alil. Roadside and in pine plantation;False;;;True;36.15700384567333 , 43.24098587036133;;;;False;Bongardia chrysogonum (L.) Boiss.;;;;
B;Herbarium Berolinense;B101195747;11;10043764;BERBERIDACEAE;indet.;sp.;;Libanon;False;;;;Mount Lebanon(جبل لبنان);;;;A. Bertschinger;;False;20/04/1934 - 20/04/1934;False;False;1005;False;A. Huber;;False;Bhamdoun, Weinberg, 1100 m.;False;;P. Aellen & A. Huber;False;33.80300760858384 , 35.66157817840577;;;;False;Bongardia chrysogonum (L.) Boiss.;;;;
B;Herbarium Berolinense;B101195748;11;10043764;BERBERIDACEAE;indet.;sp.;;Israel;False;;;;מחוז ירושלים(Jerusalem);;;;A. Danin, T. Raus, W. Sauer, S. Brullo, B. Valdés, F. Amich, S. G. Gardner,  R. C. H. J. vasn Ham, A. Gambino, F. Axrlrod, Battia Pazy, Rivka Nokrian;;False;23/03/1989 - 23/03/1989;False;False;08.028;False;A. Danin;;False;Samarian Desert: near Maále Michmash. Deep clayey soil (dark brown grumusolic soil) and brown rendzina on limestone slopes, Altim. 250 m.;False;;;True;31.8798 , 35.1627;;;;False;Bongardia chrysogonum (L.) Spach;;;;
B;Herbarium Berolinense;B101195744;11;10043764;BERBERIDACEAE;indet.;sp.;;Syrien;;;;False;Aleppo;;;False;Th. Kotschy;;;01/04/1841 - 30/04/1841;;;87;;;;True;bei Aleppo;;False;E. Drake;;36.20257517761486 , 37.144088745117195;;;;;Bongardia rauwolfii C.A.Mey.;;;;
B;Herbarium Berolinense;B100366910;11;10043764;BERBERIDACEAE;indet.;sp.;;Zypern;;;;False;Larnaka(Λάρνακα);;;False;P. Hein;;;05/04/1993 - 05/04/1993;;;93-35;;R. Vogt;;;2 km S Lefkara: kurz vor Kato Dhrys, in Phrygana, ca. 600 m.;;False;Peter Hein;;34.854952024535265 , 33.30471043148304;;;;;Bongardia chrysogonum Endl.;;;;
B;Herbarium Berolinense;B100605909;11;10043764;BERBERIDACEAE;indet.;sp.;;Zypern;False;;;;Pafos(Πάφος);;;;R. Hand;;False;01/04/2016 - 01/04/2016;False;False;7284;False;R. Hand;;False;Kritou Tera by road down to Kataraktis picnic site, slopes SW/above picnic site, in conspicious bend abandoned fields, alt. 358 m;False;;Ralf Hand;False;34.96069416583042 , 32.429215908050544;;;;False;Bongardia chrysogonum (L.) Spach;;;;
B;Herbarium Berolinense;B101195749;11;10043764;BERBERIDACEAE;indet.;sp.;;Zypern;False;;;;Larnaka(Λάρνακα);;;;P. Hein;;False;05/04/1993 - 05/04/1993;False;False;93-35;False;R. Vogt;;False;2 km S Lefkara: kurz vor Kato Dhrys. In Phrygana. ca. 600 m.;False;;Peter Hein;False;34.856366598819925 , 33.30423831939698;;;;False;Bongardia chrysogonum Endl.;;;;
B;Herbarium Berolinense;B100260525;11;10043764;BERBERIDACEAE;indet.;sp.;;Zypern;;;;False;Larnaka(Λάρνακα);;;False;R. Hand;;;06/03/2005 - 06/03/2005;;;4236;;R. Hand;;;Vavla, field at the main road above village, close to the W connection village - main road, alt. c. 420 m;;False;Ralf Hand;;34.84166869658654 , 33.26694488525391;;;;;Bongardia chrysogonum Endl.;;;;
B;Herbarium Berolinense;B101199062;11;10043764;BERBERIDACEAE;indet.;sp.;;Türkei;False;;;;Mersin;;;;R. Ulrich;;False;29/04/2000 - 29/04/2000;False;False;;True;;;True;Feldrain, 970 m, Exp. W, etwa 29 km E Mut, C4 Içel S-AN;False;;;True;36.66509882938201 , 33.64837646484376;;;;False;Bongardia chrysogonum (L.) Boiss.;;;;
B;Herbarium Berolinense;B101100821;11;10043764;BERBERIDACEAE;indet.;sp.;;Iran;;;;False;Fars;;;False;Franz Speta;;;12/04/1974 - 12/04/1974;;;;True;B. Wallnöfer (W);;False;westl. Miyan-Kutal (1. Paß), 1600 m;;False;Franz Speta;;29.688309903194494 , 51.81753158569337;;;;;Bongardia chrysogonum (L.) Boiss.;;;;
B;Herbarium Berolinense;B101199039;11;10043764;BERBERIDACEAE;indet.;sp.;;Aserbaidschan;;;;False;Bakı;;;False;;;True;;;True;;True;;;True;Baku;;False;;True;40.39364582123501 , 49.84016418457032;;;;;Bongardia rauwolfii C.A.Mey.;;;;
B;Herbarium Berolinense;B100530965;11;10043764;BERBERIDACEAE;indet.;sp.;;Aserbaidschan;False;;;;Bakı;;;;I. Karjagin;;;21/05/1954 - 21/05/1954;False;False;4368;;I. Karjagin;;;Baku. Hortus Botanicus, loco inculto.;;False;;True;40.3573127 , 49.8098055;;;;;Bongardia chrysogonum (L.) Boiss.;;;;
B;Herbarium Berolinense;B101199038;11;10043764;BERBERIDACEAE;indet.;sp.;;Aserbaidschan;;;;False;Abşeron;;;False;G. et A. Petunnikov;;;17/04/1911 - 19/05/1911;;;;True;V. Kossenko;;;peninsula Apscheron, inter pag. Zabragi et Maschtagi, in agro otioso;;False;;True;40.52997988184389 , 50.049591064453125;;;;;Bongardia chrysogonum (L.) Spach;;;;
