specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo4 - position;geo4 - description;geo4 - not_sure;geo4 - no_info;scientific_name - scientific_name;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 1183653;6;7214637;ACANTHACEAE;Lankesteria;brevior;;Elfenbeinküste;;;;False;Bas-Sassandra;;;False;20/01/1959 - 20/01/1959;;;;;;;A. J. M. Leeuwenberg;;;;;;;2521;;;True;G. J. H. Amshoff;;;61 km N. of Sassandra, W. of Niapidou. Alt. about 100 m. Rain forest. Clay.;;False;;;;;;5.316666666666666 , -6.166666666666667;;;;
B;Herbarium Berolinense;B 10 1183648;6;7214637;ACANTHACEAE;Lankesteria;barteri;;Kamerun;;;;False;Sud-Ouest;;;False;01/02/1930 - 28/02/1930;;;;;;;T. D. Maitland;;;;;;;979;;;True;;;True;British Cameroons: Victoria, Tiko. 700 ft.;;False;;;;;;4.047812235614895 , 9.316406250000002;;;;
B;Herbarium Berolinense;B 10 1183716;6;7214637;ACANTHACEAE;Lepidagathis;laguroidea;;Liberia;False;;;;River Gee;;;;27/04/1909 - 27/04/1909;False;False;;;;;Max Dinklage;;False;;;;;2641;False;;True;;;True;Webbo am Cavally, Ufer des Cavally-Flusses, zur Regenzeit unter Wasser. Höhe ü. d. M.: c, 70 m.;False;;;;;;;4.8516079428901895 , -7.594126320297213;;;;False
B;Herbarium Berolinense;B 10 1068826;6;7214637;ACANTHACEAE;Indet;(ACANT);;Bolivien;;;;False;La Paz;;;False;09/11/1926 - 09/11/1926;;;;;;;C. Troll;;;;;;;2890;;;True;;;True;La Paz-Schlucht zwischen Cordillera Real und Cordillera Quimzacruz bei Bellavista, extreme Trockenvegetation 1400 m;;False;;;;;;-16.20853 , -67.86883;;;;False
B;Herbarium Berolinense;B 10 1183717;6;7214637;ACANTHACEAE;Lepidagathis;laguroidea;;Kamerun;False;;;;Nord-Ouest;;;;01/05/1931 - 31/05/1931;False;False;;;;;T. D. Maitland;;False;;;;;1689;False;;True;;;True;British Cameroons, Bamenda, Fongom Altitude 3500';False;;;;;;;6.274860100545219 , 10.032234191894533;;;;False
B;Herbarium Berolinense;B 10 0675095;6;7214637;ACANTHACEAE;Lepidagathis;sp.;;Tansania;False;;;;Kigoma;;;;01/02/1926 - 01/02/1926;False;False;;;;;A. Peter;;False;;;;;36021;False;;True;;;True;Deutsch-Ost Afrika [sic!], Uvinsa: westlich von Malagarassi, gemischtes Pori, km 1084 bis 1087,5. c.1060 m ü. M.;False;;;;;;;-5.0645265608874075 , 30.314970016479496;;;;False
B;Herbarium Berolinense;B 10 0514163;6;7214637;ACANTHACEAE;Lepidagathis;sp.;;Tansania;False;;;;Kigoma;;;;13/02/1926 - 13/02/1926;False;False;;;;;A. Peter;;False;;;;;46200;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;D Ost Afrika, [sic!], Ujiji: östlich von Kigoma km 1250-1245, 800-850m ü. M.;False;;;;;;;-4.876730781557305 , 29.68188285827637;;;;False
B;Herbarium Berolinense;B 10 0643017;6;7214637;ACANTHACEAE;Lepidagathis;sp.;;Burundi;False;;;;Makamba;;;;01/03/1926 - 01/03/1926;False;False;;;;;A. Peter;;False;;;;;37988;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;Deutsch-Ost Afrika [sic!], Urundi: Mugeni ➔ Vigeni. c. 1370-1260 m ü. M.;False;;;;;;;-4.126088301529738 , 30.056061744689945;;;;False
B;Herbarium Berolinense;B 10 1183743;6;7214637;ACANTHACEAE;Lepidagathis;scariosa;;Sambia;;;;False;Southern;;;False;18/08/1963 - 18/08/1963;;;;;;;E. A. Robinson;;;;;;;5606;;;True;;;True;Northern Rhodesia, Kafue Gorge (S), Rocky hillside;;False;;;;;;-15.8708 , 28.5299;;;;
B;Herbarium Berolinense;B 10 0677210;6;7214637;ACANTHACEAE;Thunbergia;sp.;;Tansania;;;;False;Tanga;;;False;07/10/1918 - 07/10/1918;;;;;;;A. Peter;;;;;;;60712;;A. Peter, Reisen in Afrika 1913/16;;;;True;D Ost Afrika, O Usambara: Bwiti → Maramba. c. 300 m ü. M.;;False;;;;;;-4.807300439493261 , 38.8151478767395;;;;
B;Herbarium Berolinense;B 10 0677225;6;7214637;ACANTHACEAE;Thunbergia;sp.;;Tansania;False;;;;Tanga;;;;27/09/1918 - 27/09/1918;False;False;;;;;A. Peter;;False;;;;;60695;False;;True;;;True;D Ost Afrika [sic!], O Usambara: Maramba ➔ Mhinduro. c. 280 m ü. M.;;False;;;;;;-4.85759455748604 , 38.787274360656745;;;;False
B;Herbarium Berolinense;B 10 1186864;6;7214637;ACANTHACEAE;Indet;(ACANT);;Afghanistan;False;;;;Kabul;;;;14/05/1950 - 14/05/1950;False;False;;;;;Volk;;False;;;;;28;False;H. Volk;False;;;True;Duralaman;False;;;;;;;34.4649306 , 69.11892958112159;;;;False
B;Herbarium Berolinense;B 10 0675106;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;False;Kigoma;;;False;24/02/1926 - 24/02/1926;;;;;;;A. Peter;;;;;;;37593a;;A. Peter, Reisen in Afrika;;;;True;D. Ost Afrika [sic!], Uha: Kassulo → Kivumba, Bachriss, c. 1350 m ü. M. V.1 Z.2;;False;;;;;;-4.578777539267963 , 30.45242786407471;;;;
B;Herbarium Berolinense;B 10 0643033;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;;Kigoma;;;;11/03/1926 - 11/03/1926;False;False;;;;;A. Peter;;False;;;;;38582;False;;True;;;True;Deutsch-Ost Afrika [sic!], Uha: großer Morast des Baches Nyamdaho bei Kassulo. 1400-1315 M.;;False;;;;;;-4.608503855633523 , 30.1204776763916;;;;False
B;Herbarium Berolinense;B 10 0643067;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;;Tanga;;;;21/05/1926 - 21/05/1926;False;False;;;;;A. Peter;;False;;;;;40452;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;Deutsch-Ost Afrika [sic!], Useguha: Hale → Tanga, in Sisalpflanzung. c. 300 m ü. M., V.1 Z.1;False;;;;;;;-5.277632755471648 , 38.62282276153565;;;;
B;Herbarium Berolinense;B 10 0675479;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;;Kilimanjaro;;;;17/06/1926 - 17/06/1926;False;False;;;;;A. Peter;;False;;;;;41573;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;Deutsch-Ost Afrika [sic!], Nord Pare: Lembeni → Kissangara, Gegend von Kissangara, km 304,5,  925-900 m ü. M.  V.1  Z.1;False;;;;;;;-3.747439864965455 , 37.5954294204712;;;;False
B;Herbarium Berolinense;B 10 0652794;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;False;;;;Kilimanjaro;;;;07/03/1915 - 07/03/1915;False;False;;;;;A. Peter;;False;;;;;60131;False;;True;;;True;D Ost Afrika, Süd Pare: Suji ➔ Makania [d. h. nach Westen], c. 1350 m ü. M.;False;;;;;;;-4.366608791884752 , 37.88506507873536;;;;False
B;Herbarium Berolinense;B 10 0652786;6;7214637;ACANTHACEAE;Indet;(ACANT);;Tansania;;;;False;Kilimanjaro;;;False;29/05/1915 - 29/05/1915;;;;;;;A. Peter;;;;;;;60156;;A. Peter, Reisen in Afrika 1913-1915;;;;True;D Ost Afrika, Pare: Buschpori bei Buiko, c. 560 m ü. M.;;False;;;;;;-4.65077012378675 , 38.05449485778809;;;;
B;Herbarium Berolinense;B 10 0685268;6;7214637;ACANTHACEAE;Pseuderanthemum;subviscosum;;Tansania;False;;;;Tanga;;;;23/12/1914 - 23/12/1914;False;False;;;;;A. Peter;;False;;;;;60065;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D Ost Afrika, O Usambara: Urwald Monga → Sangarawe. c. 1000 m ü. M.,  V 1  Z 2;False;;;;;;;-5.092312047102713 , 38.59685897827149;;;;False
B;Herbarium Berolinense;B 10 1183601;6;7214637;ACANTHACEAE;Justicia;sp.;;Guyana;;;;False;Barima-Waini;;;False;07/08/1986 - 07/08/1986;;;;;;;J. J. Pipoly With: Harry Lall;;;;;;;8347;;;True;N. Holmgren;;;"Barima River Head; Eclipse Falls, 5 mi W of arakaka; secondary growth. Elev. 20-80 m. Tall, moist forest and construction camp at dam site.";;False;;;;;;7.633333333333333 , -60.06666666666667;;;;
B;Herbarium Berolinense;B 10 1183591;6;7214637;ACANTHACEAE;Justicia;sp.;;Philippinen;;;;False;Davao Oriental;;;False;01/03/1927 - 30/04/1927;;;;;;;M. Ramos, G. Edaño;;;;;;;;True;;True;;;True;Mati, Davao Province, Mindanao;;False;;;;;;6.9513743 , 126.216777;;;;
B;Herbarium Berolinense;B 10 1183663;6;7214637;ACANTHACEAE;Lankesteria;hispida;;Kamerun;False;;;;Sud;;;;01/12/1913 - 31/12/1913;False;False;;;;;G. Zenker;;False;;;;;456;False;;True;;;True;Bipinde [Bipindi];False;;;;;;;3.0778339 , 10.4111532;;;;False
B;Herbarium Berolinense;B 10 0643029;6;7214637;ACANTHACEAE;Justicia;sp.;;Tansania;False;;;;Kigoma;;;;11/03/1926 - 11/03/1926;False;False;;;;;A. Peter;;False;;;;;38535;False;A. Peter, Reisen in Afrika 1925/26;False;;;True;Deutsch-Ost Afrika [sic!), Uha: Dorf Kassibi II → Mugunga. 1400-1315 m ü. M. V.1 Z.2;;False;;;;;;-4.60494417627629 , 30.081467628479007;;;;
B;Herbarium Berolinense;B 10 0544723;6;7214637;ACANTHACEAE;Justicia;sp.;;Tansania;False;;;;Tanga;;;;09/06/1915 - 09/06/1915;False;False;;;;;A. Peter;;False;;;;;60191;False;A. Peter, Reisen in Afrika;False;;;True;Dt Ost Afrika, W Usambara: Mkumbara, Aufstieg nach Schume, c. 550 m ü. M.;False;;;;;;;-4.755729742931498 , 38.178563117980964;;;;False
B;Herbarium Berolinense;B 10 0677142;6;7214637;ACANTHACEAE;Justicia;sp.;;Tansania;False;;;False;Tanga;;;False;30/05/1917 - 30/05/1917;;;;;;;A. Peter;;;;;;;60531;;A. Peter, Reisen in Afrika 1913/16;False;;;True;D Ost Afrika, O Usambara: Uferwald am Sigi unth. Longusa, c. 250 m ü. M.;;False;;;;;;-5.06667 , 38.68333;;;;False
B;Herbarium Berolinense;B 10 0758115;6;7214637;ACANTHACEAE;Justicia;sp.;;Tansania;False;;;;Tanga;;;;21/08/1915 - 21/08/1915;False;False;;;;;A. Peter;;False;;;;;60277;False;;True;;;True;D Ost Afrika, W Usambara: Mashewa Sumpf, c. 420 m ü. M.;;False;;;;;;-4.680277777777778 , 38.70055555555556;;;;False
B;Herbarium Berolinense;B 10 0647616;6;7214637;ACANTHACEAE;Justicia;sp.;;Tansania;;;;False;Tanga;;;False;01/03/1916 - 31/03/1916;;;;;;;A. Peter;;;;;;;60388 a;;;True;;;True;D Ost Afrika, O Usambara: Amani, Urwald, c. 900 m ü. M.;;False;;;;;;-5.1 , 38.63333333333333;;;;
B;Herbarium Berolinense;B 10 0685306;6;7214637;ACANTHACEAE;Thunbergia;alata;;Tansania;False;;;;Kilimanjaro;;;;23/06/1915 - 23/06/1915;False;False;;;;;A. Peter;;False;;;;;60209;False;A. Peter, Reisen in Afrika 1913-1915;False;;;True;D Ost Afrika, Nord Pare: Kilom. 266/268 Lembeni → Same. c. 850 m ü. M., V.1 Z.1;False;;;;;;;-4.004000188542259 , 37.665939331054695;;;;False
B;Herbarium Berolinense;B 10 0679446;6;7214637;ACANTHACEAE;Thunbergia;alata;;Tansania;False;;;;Morogoro;;;;16/11/1925 - 16/11/1925;False;False;;;;;A. Peter;;;;;;;32131;;;True;;;True;Uluguru-Gebirge: Morogoro ➔ Mission Schlesien, 700-1200 m ü. M.;;False;;;;;;-6.820788201566197 , 37.704597464762635;;;;
B;Herbarium Berolinense;B 10 0679423;6;7214637;ACANTHACEAE;Thunbergia;alata;;Tansania;;;;False;Pwani;;;False;28/10/1925 - 28/10/1925;;;;;;;A. Peter;;;;;;;31475;;A. Peter, Reisen in Afrika 1925/26;;;;True;D Ost Afrika [sic!], Usaramo: Pugu, auf altem Ackerlande.;;False;;;;;;-6.89714 , 39.11805;;;;False
B;Herbarium Berolinense;B 10 1186715;6;7214637;ACANTHACEAE;Thunbergia;alata;;Tansania;False;;;;Tanga;;;;16/05/1952 - 16/05/1952;False;False;;;;;H. G. Faulkner;;False;;;;;941;False;;True;;;True;Tanganyika. Korogwe distr., Magemga Estate, 900 to 2000 ft.;False;;;;;;;-5.151744905327446 , 38.46452951431275;;;;False
B;Herbarium Berolinense;B 10 1186712;6;7214637;ACANTHACEAE;Thunbergia;alata;;Tansania;False;;;;Njombe;;;;05/07/1956 - 05/07/1956;False;False;;;;;E. Milne-Redhead and P. Taylor;;False;;;;;10964;False;;True;;;True;Tanganyika: Songea District, Matengo Hills. About 14.5 km. S. of Njombe at edge of upland rain forest: 1860 m.;False;;;;;;;-9.40027 , 34.76225;;;;False
B;Herbarium Berolinense;B 10 1186721;6;7214637;ACANTHACEAE;Thunbergia;alata;;Tansania;False;;;;Tanga;;;;22/04/1953 - 22/04/1953;False;False;;;;;R. B. Drummond and J. H. Hemsley;;False;;;;;2189;False;;True;;;True;Tanganyika: Lushoto District, Mkuzi, 4 miles N.E. of Lushoto, West Usambaras. 1600 m. On bushes and low vegetation in secondary bushland and margins of cultivation.;False;;;;;;;-4.8204124891985645 , 38.324893712997444;;;;False
B;Herbarium Berolinense;B 10 1186764;6;7214637;ACANTHACEAE;Thunbergia;atriplicifolia;;Südafrika;False;;;;Limpopo;;;;24/01/1959 - 24/01/1959;False;False;;;;;E. Werdermann et H.-D. Oberdieck;;False;;;;;2013;False;;True;;;True;"Transvaal, Waterberge, zwischen Nylstroom und Warmbad; 1150-1250 m.";False;;;;;;;-24.741218876766915 , 28.378372192382816;;;;False
B;Herbarium Berolinense;B 10 1186763;6;7214637;ACANTHACEAE;Thunbergia;atriplicifolia;;Südafrika;False;;;;Limpopo;;;;07/01/1959 - 07/01/1959;False;False;;;;;E. Werdermann et H.-D. Oberdieck;;False;;;;;1738;False;;True;;;True;Transvaal: Zwischen Vaalwater und Elmeston: 800-1000 m;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 0453368;6;7214637;ACANTHACEAE;Indet;(ACANT);;Mali;;;;False;Koulikoro;;;False;10/11/1992 - 10/11/1992;;;;;;;R. Ehrich;;;;;;;437;;;True;;;True;Valle de Samanko;;False;;;;;;12.548531 , -8.108318;;;;
B;Herbarium Berolinense;B 10 0293008;6;7214637;ACANTHACEAE;Indet;(ACANT);;Kamerun;False;;;;Sud-Ouest;;;;01/01/1905 - 31/01/1905;False;False;;;;;Hubert Winkler;;False;;;;;659;False;;True;;;True;Victoria [Limbe], Urwald am Kirchhof;False;;;;;;;4.008452478362005 , 9.213924407958986;;;;False
B;Herbarium Berolinense;B 10 0293074;6;7214637;ACANTHACEAE;Indet;(ACANT);;Kamerun;False;;;;Sud-Ouest;;;;01/01/1905 - 31/01/1905;False;False;;;;;Hubert Winkler;;False;;;;;659;False;;True;;;True;Victoria [Limbe], Urwald am Kirchhof;False;;;;;;;4.008024374624715 , 9.212679862976076;;;;False
B;Herbarium Berolinense;B 10 1068605;6;7214637;ACANTHACEAE;Indet;(ACANT);;Kamerun;False;;;;Est;;;;22/11/1913 - 24/11/1913;False;False;;;;;J. Elbert;;False;;;;;101;False;;True;;;True;Bez. Dume [Doumé] - Suka nach Badan, zwischen Lom und Kadei. Grasland, 800-950 m ü.M.;False;;;;;;;5.7836945 , 14.5036365;;;;
B;Herbarium Berolinense;B 10 1068600;6;7214637;ACANTHACEAE;Indet;(ACANT);;Sambia;False;;;;Western;;;;08/12/1959 - 08/12/1959;False;False;;;;;;;True;;;;;;True;W. Schwabe;False;;;True;im Westen: Barotse Plain, Mongu, auf einer feuchten Wiese;False;;;;;;;-15.263154161438386 , 23.13205718994141;;;;False
B;Herbarium Berolinense;B 10 1068684;6;7214637;ACANTHACEAE;Indet;(ACANT);;Papua-Neuguinea;True;;;;Western Highlands;;;False;02/08/1960 - 02/08/1960;False;False;;;;;R. D. Hoogland & R. Schodde;;False;;;;;7293;False;;True;;;True;Near Kepilam village, Lagaip valley, Laiagam subdistrict, Western Highlands. Planted near native settlement, alt. c. 8000 feet;False;;;;;;;-5.3427238 , 143.3094563;;;;False
B;Herbarium Berolinense;B 10 1186659;6;7214637;ACANTHACEAE;Strobilanthes;viscosus;;Sri Lanka;False;;;;Nuwara Eliya;;;;16/10/1909 - 16/10/1909;False;False;;;;;Dingler;;False;;;;;53;False;;True;;;True;Ceylon, Nuwara Eliya, Waldhügel ca 6300' engl.;;False;;;;;;6.963574448021745 , 80.75933933258058;;;;False
B;Herbarium Berolinense;B 10 1184382;6;7214637;ACANTHACEAE;Tetraglochidium;bibracteatum;;Indonesien;False;;;;West Java;;;False;27/11/1861 - 27/11/1861;False;False;;;;;Wichura;;False;;;;;2160;False;;True;C. E. B. Bremekamp;;False;Tančoban Prau [Tangkuban Perahu];;False;;;;;;-6.759059693580079 , 107.62102788673879;;;;
B;Herbarium Berolinense;B 10 1184381;6;7214637;ACANTHACEAE;Tetraglochidium;bibracteatum;;Indonesien;;;;False;West Java;;;False;27/11/1861 - 27/11/1861;;;;;;;Wichura;;;;;;;2160;;;True;C. E. B. Bremekamp;;;Tančoban Prau [Tangkuban Perahu];;False;;;;;;-6.75906 , 107.621028;;;;
B;Herbarium Berolinense;B 10 1184380;6;7214637;ACANTHACEAE;Teliostachya;sp.;;Französisch-Guayana;False;;;;(Guyane Française);;;;05/12/1984 - 05/12/1984;False;False;;;;;Granville;;False;;;;;7128;False;;True;;;True;Haute Camopi : Forêt sur la rive gauche, au niveau du Mont Belvédère.;False;;;;;;;2.4121028857907447 , -53.1080532091437;;;;False
B;Herbarium Berolinense;B 10 1184379;6;7214637;ACANTHACEAE;Teliostachya;alopecuroidea;;Dominica;False;;;;Saint Luke;;;;19/07/1966 - 19/07/1966;False;False;;;;;W. L. Stern & D. Wasshausen;;False;;;;;2494;False;;True;;;True;Vicinity of South Chiltern Estate. Alt. 1300-1600 feet.;False;;;;;;;15.24667568326392 , -61.36207580566407;;;;False
B;Herbarium Berolinense;B 10 1184407;6;7214637;ACANTHACEAE;Thomandersia;laurifolia;;Kamerun;;;;False;Littoral;;;False;27/03/1965 - 27/03/1965;;;;;;;A. J. M. Leeuwenberg;;;;;;;5209;;;True;G. J. H. Amshoff;;;8 km W. of Masok. About 50 years old secondary fore[st] with scattered high oil-palmtrees. Dominant species: Pycnanthus angolensis (Welw.) Warb. wich is cut for timber here. Alt. about 400 m.;False;;;;;;;4.137815049297982 , 10.426368713378908;;;;
B;Herbarium Berolinense;B 10 1186769;6;7214637;ACANTHACEAE;Thunbergia;atriplicifolia;;Südafrika;False;;;;KwaZulu-Natal;;;;12/12/1958 - 12/12/1958;False;False;;;;;E. Werdermann et H.-D. Oberdieck;;False;;;;;1347;False;;True;;;True;"Zwischen Tugela und Greytown; 700-1200 m";False;;;;;;;-28.966697116861656 , 30.75553894042969;;;;False
B;Herbarium Berolinense;B 10 1184457;6;7214637;ACANTHACEAE;Thunbergia;fragrans;;Dominikanische Republik;;;;False;Santiago;;;False;21/12/1999 - 21/12/1999;;;;;;;Werner Greuter y Rosa Rankin;;;;;;;24986;;;True;Alberto Veloz;;;"Barranquitos tras el balneario ""La Ceiba"" al este de Caobanico, junto al puente sobre el Río Amina, alt. 360-380 m. Bosque de galería y sus márgenes en suelo arcilloso humifero y conglomerado calizo.";False;;;;;;;19.358333333333334 , -71.00972222222222;;;;
B;Herbarium Berolinense;B 10 0544727;6;7214637;ACANTHACEAE;Justicia;uncinulata;;Tansania;False;;;;Tanga;;;;09/06/1915 - 09/06/1915;False;False;;;;;A. Peter;;False;;;;;60187;False;A. Peter, Reisen in Afrika 1913-15;;;;True;D Ost Afrika, W Usambara: Mkumbara, Aufstieg → Schume c. 500 m ü. M.;;False;;;;;;-4.748572697910169 , 38.180794715881355;;;;
B;Herbarium Berolinense;B 10 1183543;6;7214637;ACANTHACEAE;Justicia;tweediana;;Argentinien;False;;;;San Juan;;;;12/01/1995 - 12/01/1995;False;False;;;;;B. E. Leuenberger, S. C.  Arroyo-Leuenberger & U. Eggli;;False;;;;;4469;False;;True;B. Leuenberger;;False;Dept. Caucete, 2 km E of Marayes on Ruta 141 towards Chepes (La Rioja), steep roadside hills consisting of dark grey to almost black granite (or gneiss?) with open shrub cover and large cushions of Deuterocohnia sp.. 550 m.;;False;;;;;;-31.49266666666667 , -67.345;;;;
B;Herbarium Berolinense;B 10 0171402;6;7214637;ACANTHACEAE;Justicia;tweediana;;Argentinien;False;;;;Tucumán;;;;21/11/2003 - 21/11/2003;False;False;;;;;B. E. Leuenberger & U. Eggli;;False;;;;;4812;False;;True;B. Leuenberger;;False;"Tafí del Valle; 9 km E of Colalao del Valle on the road towards El Pichao and El Arbolar to El Arbolar, 2 km beyond the Public School No. 32 of El Arbolar, valley of the Río Managua; very stony sloping alluvium on the orographic right-hand side with open scrub with large old Prosopis, Cercidium, Acacia, etc., plus adjacent steep stony hillside. E- to NE-exposed. 2150 m";False;;;;;;;-4.692819271536818 , 38.03612709045411;;;;False
B;Herbarium Berolinense;B 10 0013033;6;7214637;ACANTHACEAE;Justicia;sp.;;Südafrika;False;;;;Limpopo;;;;27/06/1990 - 27/06/1990;False;False;;;;;K. Melville;;False;;;;;16;False;;True;K. Melville;;False;Transvaal. Soutpansberg District, North of the Soutpansberg, on the farm Davenham. Near house. Alt.: 900 m. Between rocks on ridge.;;False;;;;;;-22.896694823570687 , 29.732909202575687;;;;
B;Herbarium Berolinense;B 10 0352542;6;7214637;ACANTHACEAE;Justicia;sp.;;Costa Rica;;;;False;Limón;;;False;11/03/1992 - 11/03/1992;;;;;;;Jens Bittner;;;;;;;1539;;Jens Bittner;False;C. Morales;;;Cantón de Talamanca. Camp by Kivut. Trail up from the camp. In the near of the camp, open cap area, 1400 m;;False;;;;;;9.404166666666667 , -83.08472222222221;;;;
B;Herbarium Berolinense;B 10 1068627;6;7214637;ACANTHACEAE;Indet;(ACANT);;Simbabwe;False;;;;Manicaland;;;;12/12/1913 - 12/12/1913;False;False;;;;;A. Peter;;False;;;;;51221;False;A. Peter, Reisen in Afrika 1913/19;False;;;True;Süd Rhodesia: bei Umtali;False;;;;;;;-18.951265749493682 , 32.68192246768695;;;;False
B;Herbarium Berolinense;B 10 1068621;6;7214637;ACANTHACEAE;Indet;(ACANT);;Simbabwe;;;;False;Manicaland;;;False;01/09/1925 - 01/09/1925;;;;;;;A. Peter;;;;;;;30642;;A. Peter, Reisen in Afrika 1925/26;;;;True;Süd-Rhodesia. Umtali: in den Vumba Bergen, trockene Abhänge, Baum- und Buschsteppe;;False;;;;;;-19.0833 , 32.7412;;;;
B;Herbarium Berolinense;B 10 1068619;6;7214637;ACANTHACEAE;Indet;(ACANT);;Simbabwe;False;;;;Manicaland;;;;01/09/1925 - 01/09/1925;False;False;;;;;A. Peter;;False;;;;;30636;False;;True;;;True;Süd-Rhodesia. Umtali [Mutare]: in den Vumba Bergen, trockene Abhänge, Baum- und Buschsteppe.;False;;;;;;;-19.0943 , 32.6184;;;;False
B;Herbarium Berolinense;B 10 1183752;6;7214637;ACANTHACEAE;Lepidagathis;sp.;;Thailand;;;;False;Mae Hong Son(แม่ฮ่องสอน);;;False;09/09/1974 - 09/09/1974;;;;;;;Kai Larsen & Supee S. Larsen;;;;;;;34314;;;True;;;True;Northern: Maehongson 500-600 m alt. Alt.: 500 m;;False;;;;;;19.25 , 98.0;;;;
B;Herbarium Berolinense;B 10 1183751;6;7214637;ACANTHACEAE;Lepidagathis;sp.;;Tansania;False;;;;Rukwa;;;;21/04/1961 - 21/04/1961;False;False;;;;;Mrs. H. M. Richards;;False;;;;;13798;False;;True;;;True;Tanganyika, Sumbawanga District. Kito Mt. N.R. [Nord Rhodesien] Border. Alt. 1800 m. Among grass on rocky slope.;False;;;;;;;-8.556 , 31.4777;;;;False
B;Herbarium Berolinense;B 10 1183749;6;7214637;ACANTHACEAE;Lepidagathis;sp.;;Tansania;False;;;;Ruvuma;;;False;19/05/1956 - 19/05/1956;False;False;;;;;E. Milne-Redhead and P. Taylor;;False;;;;;10365;False;;True;;;True;Tanganyika, Songea District, Matengo Hills. About 1.5 km. SW. of Lipumba in Brachystegia-Uapaca woodland on slope on red brown loam: 1230 m.;False;;;;;;;-10.849443282531723 , 35.01703262329102;;;;False
B;Herbarium Berolinense;B 10 0675113;6;7214637;ACANTHACEAE;Lepidagathis;sp.;;Tansania;;;;False;Kigoma;;;False;19/02/1926 - 19/02/1926;;;;;;;A. Peter;;;;;;;37130;;A. Peter, Reisen in Afrika 1925/26;;;;True;Deutsch-Ost Afrika [sic!], Ujiji: Machaso → Mkuti Fluss. c. 840-960 m ü.M.  V.2 Z.2;;False;;;;;;-4.875398798659772 , 29.74857330322266;;;;
B;Herbarium Berolinense;B 10 1183763;6;7214637;ACANTHACEAE;Louteridium;donnell-smithii;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 0114597;6;7214637;ACANTHACEAE;Louteridium;brevicalyx;;Mexiko;False;;;;Guerrero;;;;14/07/1970 - 14/07/1970;False;False;;;;;Hubert Kruse;;False;;;;;2701(b) (1380);False;Kruse;False;T. F. Daniel;;False;Municipio: Chilpancingo, Rincón de La Vía, Altitud: 780 msnm. Selva mediana subcaducifolia. Ladera orientada al Oeste, sobre estratos de rocas calizas del Cretacico inferior, con selva mediana subcaducifolia de Peltogyne, Bombax, Neobuxbaumia, Ficus, Ceiba, Bursera, Aralia, Comocladia;False;;;;;;;17.2875 , -99.48194444444445;;;;False
B;Herbarium Berolinense;B 10 1183767;6;7214637;ACANTHACEAE;Mackaya;bella;;Südafrika;False;;;;KwaZulu-Natal;;;;05/01/1976 - 05/01/1976;False;False;;;;;R. D. A. Bayliss;;False;;;;;7377;False;;True;;;True;Zululand,Altitude 500 ft. Coastal bush - in shade.;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1183765;6;7214637;ACANTHACEAE;Mackaya;bella;;Südafrika;False;;;;KwaZulu-Natal;;;;25/09/1985 - 25/09/1985;False;False;;;;;K. Balkwill, M-J. Cadman & F. Getliffe  Norris;;False;;;;;3132;False;;True;K. Balkwill;;False;Mtunzini District, Ngoye Forest Reserve. In the high forest along the path that leads in from the old gum plantation. Alt.: 450 m. Forest. In high forest, beside the stream.;False;;;;;;;-28.843621131049584 , 31.697444915771488;;;;False
B;Herbarium Berolinense;B 10 1184466;6;7214637;ACANTHACEAE;Thunbergia;sp.;;Kenia;;;;False;Nairobi;;;False;05/09/1972 - 05/09/1972;;;;;;;;;True;;;;;70;;W. Schwabe;;;;True;vermutl. nahe Nairobi;;False;;;;;;-1.228322671233973 , 36.849531762800794;;;;
