specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;region2 - region;region2 - guessed;region2 - not_sure;region2 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - ;collect_number - no_info;owner - question_1;owner - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo4 - position;geo4 - description;geo4 - not_sure;geo4 - no_info;scientific_name - scientific_name;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info
B;Herbarium Berolinense;B 10 0137545;4;7214750;Zingiberaceae;Zingiber;puberulum;;Malaysia;False;;;;Selangor;;;;;;;;18/08/1974 - 18/08/1974;False;False;B. C. Stone;;False;;;;;12025;False;;True;;;True;Genting Sempah, Altitude 2800 ';False;;;;;;;3.3505317 , 101.7906654;;;;
B;Herbarium Berolinense;B 10 1023233;4;7214750;Zingiberaceae;Zingiber;odoriferum;;Indonesien;False;;;;West Java;;;;;;;;;;True;;;True;;;;;;True;;True;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1023219;4;7214750;Zingiberaceae;Tapeinochilos;sp.;;Papua-Neuguinea;;;;False;Morobe;;;False;;;;;23/08/1938 - 23/08/1938;;;Clemens;;;;;;;s.n.;;;True;P. J. M. Maas;;;"Nordöstliches Neu-Guinea, Morobe-Distrikt, Sattelberg, Fuß;  Above Boana.";;False;;;;;;-6.431434771299971 , 146.82806968688968;;;;
B;Herbarium Berolinense;B 10 1023259;4;7214750;Zingiberaceae;Zingiber;zerumbet;;Puerto Rico;False;;;;(Porto Rico);;;;;;;;01/11/1913 - 30/11/1913;False;False;Frère Arsène et autres;;False;;;;;;True;;True;P. J. M. Maas;;;Bayamon;;False;;;;;;18.401849714363074 , -66.15417480468751;;;;False
B;Herbarium Berolinense;B 10 1023251;4;7214750;Zingiberaceae;Zingiber;zerumbet;"""Kein Etikett/leeres Etikett""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1023250;4;7214750;Zingiberaceae;Zingiber;zerumbet;;Thailand;False;;;;Ranong(ระนอง);;;;;;;;20/04/1974 - 20/04/1974;False;False;Kai Larsen & Supee S. Larsen;;False;;;;;33424;False;Herbarium Jutlandicum (AAU) Botanisk Institut Aarhus Universitet;False;;;True;Peninsula: 30 - 70 km south of Ranong, transition between deciduous and evergreen forest. Alt.: 100 - 200 m;False;;;;;;;10.035169597881426 , 98.57208251953125;;;;False
B;Herbarium Berolinense;B 10 1023248;4;7214750;Zingiberaceae;Zingiber;zerumbet;;Samoa;;;;False;Palauli;;;False;;;;;11/12/1905 - 11/12/1905;;;F. Vaupel;;;;;;;45;;;True;W. Schultze-Motel;;;Hinter Safai;;False;;;;;;-13.668 , -172.432;;;;
B;Herbarium Berolinense;B 10 1023244;4;7214750;Zingiberaceae;Zingiber;zerumbet;;Indonesien;False;;;;East Java;;;;;;;;01/01/1886 - 31/12/1887;False;False;O. Warburg;;False;;;;;3669;False;;True;P. J. M. Maas;;False;Kediri;False;;;;;;;-7.8057219 , 112.16852174866582;;;;False
B;Herbarium Berolinense;B 10 1023263;4;7214750;Zingiberaceae;Indet;(ZINGI);;Angola;;;;False;Cuanza Sul;;;False;;;;;01/01/1936 - 31/12/1937;;;G. Boss;;;;;;;24;;;True;;;True;Zwischen Novo Redondo und Malange. Libollo. Cabuta Nhia. [Calulo];;False;;;;;;-9.996407793233205 , 14.901065826416016;;;;
B;Herbarium Berolinense;B 10 0137551;4;7214750;Zingiberaceae;Indet;(ZINGI);;Thailand;;;;False;Chanthaburi(จันทบุรี);;;False;;;;;27/08/1972 - 27/08/1972;;;Kai Larsen, Supee S. Larsen, I. Nielsen & T. Santisuk;;;;;;;32108;;;True;;;True;South-Eastern: Khao Phra Bat N of Chanthaburi. Open evergreen jungle. alt. 100 m;False;;;;;;;12.688134373427552 , 102.07614183425903;;;;
B;Herbarium Berolinense;B 10 0137552;4;7214750;Zingiberaceae;Indet;(ZINGI);;Malaysia;;;;False;Selangor;;;False;;;;;05/02/1975 - 05/02/1975;;;B. C. Stone;;;;;;;12164;;;True;;;True;Bukit Lanjan, Altitude: 500 ft.;;False;;;;;;3.1833 , 101.5824;;;;
B;Herbarium Berolinense;B 10 0137553;4;7214750;Zingiberaceae;Indet;(ZINGI);;Malaysia;False;;;;Selangor;;;;;;;;05/02/1975 - 05/02/1975;False;False;B. C. Stone;;False;;;;;12164;False;;True;;;True;Selangor: Bukit Lanjan. Altitude: 500 ft;False;;;;;;;3.183408963027438 , 101.58242225646974;;;;False
B;Herbarium Berolinense;B 10 1021298;4;7214750;Velloziaceae;Barbacenia;purpurea;;Brasilien;False;;;;Rio de Janeiro;;;;;;;;14/03/1887 - 14/03/1887;False;False;H. Schenck;;False;;;;;3071;False;Herb. Hieronymus;False;;;True;An Felsen am Nordfuss des Paõ d'assucar [Pão de Açúcar] Rio de Janeiro;False;;;;;;;-22.947802629201735 , -43.15421104431153;;;;False
B;Herbarium Berolinense;B 10 1021296;4;7214750;Velloziaceae;Barbacenia;purpurea;;Brasilien;;;;False;Rio de Janeiro;;;False;;;;;01/01/1835 - 31/12/1835;;;Gaudichaud;;;;;;;346;;Hb. Kunth;False;R. Mello-Silva;;;Rio de Janeiro;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1021291;4;7214750;Velloziaceae;Barbacenia;pabstiana;;Brasilien;False;;;;Espírito Santo;;;;;;;;07/02/1973 - 07/02/1973;False;False;G. Hatschbach & Z. Ahumada;;False;;;;;31360;False;Prefeitura Municipal de Curitiba Museum Botânico Municipal,United States National Herbarium;False;;;True;Aracê (mun. Domingos Martins). Dos paredões das encostas de morro. Alt. 800-1000 m.;;False;;;;;;-20.38686111111111 , -40.99726666666667;;;;False
B;Herbarium Berolinense;B 10 1022138;4;7214750;Xyridaceae;Xyris;uleana;;Suriname;;;;False;Sipaliwini;;;False;;;;;15/08/1944 - 15/08/1944;;;Bassett Maguire;;;;;;;24384;;;True;;;True;"Tafelberg (Table Mountain); Frequent; in cracks of rocks; bed of Lisa Creek, near falls.";;False;;;;;;3.9377267187076894 , -56.199188232421875;;;;
B;Herbarium Berolinense;B 10 1022146;4;7214750;Xyridaceae;Xyris;sp.;;;;;;True;;;;True;;;;;;;True;Lamb;;False;;;;;;True;A. L. von Reuss;;P. J. M. Maas;;;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022181;4;7214750;Xyridaceae;Xyris;sp.;;Papua-Neuguinea;;;;False;Western;;;False;;;;;23/08/1967 - 23/08/1967;;;R. Pullen;;;;;;;7138;;;True;;;True;C. 1 mile S of Morehead Patrol Post along track to Tonda, Western District. Open grass-sedge plain on sand over clay. Alt c. 80 feet.;;False;;;;;;-8.742578887526996 , 141.64552688598636;;;;
B;Herbarium Berolinense;B 10 0029197;4;7214750;Zingiberaceae;Aframomum;angustifolium;;Demokratische Republik Kongo;False;;;;Équateur;;;;;;;;06/03/1991 - 06/03/1991;False;False;Dhetchuvi M. M.;;False;;;;;871;False;Université Libre de Bruxelles (BRLU);False;;;True;Zaire: Botsima, riv. Baampome;False;;;;;;;-1.15 , 21.95;;;;False
B;Herbarium Berolinense;B 10 1022030;4;7214750;Xyridaceae;Xyris;pauciflora;;China;False;;;;Yunnan(云南);;;False;;;;;07/07/1984 - 07/07/1984;False;False;"B. Bartholomew; D. E. Boufford; H. W. Li; C. G. Ma; D. H. Nicolson; T. S. Ying; S. W. Yu";;False;;;;;759;False;Smithonian Institution From the United States National Herbarium;False;;;True;Dali Xian, E side of Diancang Shan mountain range. Vicinity of Qingbichi on lower slopes above cultivated fields. Elevation ca. 2200-2350 m. Growing in wet seepages.;False;;;;;;;25.633333333333333 , 100.16666666666667;;;;False
B;Herbarium Berolinense;B 10 1022028;4;7214750;Xyridaceae;Xyris;paraensis var. paraensis;;Guyana;False;;;;Barima-Waini;;;False;;;;;09/10/1992 - 09/10/1992;False;False;M. J. Jansen-Jacobs, B. J. H. ter Welle, H. J. M. Sipman, V. James;;False;;;;;2797;;Herbarium of Utrecht University (U);False;M. J. Jansen-Jacobs;;False;Rupununi District, Kuyuwini Landing, Kuyuwini River. Savanna, 1 km S of river, 150-250 m;False;;;;;;;2.072609150104875 , -59.2549753189087;;;;
B;Herbarium Berolinense;B 10 1022029;4;7214750;Xyridaceae;Xyris;paraensis var. paraensis;;Guyana;False;;;;Upper Takutu-Upper Essequibo;;;;;;;;27/09/1988 - 27/09/1988;False;False;"Maas, P. J. M.; J. Koek-N., H. Lall, B. J. H. ter Welle, L. Y. Th. Westra";;False;;;;;7703;False;;True;R. Kral;;False;Between Karanambo and Kwaimatta. Savanna on brown sand with thin overlay of white sand;False;;;;;;;3.75 , -59.3333;;;;False
B;Herbarium Berolinense;B 10 1022584;4;7214750;Zingiberaceae;Aframomum;angustifolium;;Benin;;;;False;Ouémé;;;False;;;;;01/01/1903 - 31/12/1903;;;Estève;;;;;;;;True;Herb. Mus. Paris;False;D. J. Harris;;False;Porto-Novo;;False;;;;;;6.4990718 , 2.6253361;;;;
B;Herbarium Berolinense;B 10 1022575;4;7214750;Zingiberaceae;Aframomum;alpinum;;Tansania;;;;False;Morogoro;;;False;;;;;07/01/1938 - 07/01/1938;;;H. J. Schlieben;;;;;;;3216;;;True;D. J. Harris;;;Tanganjika Terr., Bezirk Morogoro: Uluguru-Gebirge, Nordwestseite, 1300 m. ü. M. Urwald, Kipogoro: Gobadi;;False;;;;;;-6.97 , 37.6;;;;
B;Herbarium Berolinense;B 10 1022574;4;7214750;Zingiberaceae;Aframomum;alboviolaceum;;Sambia;False;;;;Northern;;;;;;;;01/01/1938 - 31/01/1938;False;False;C. G. Trapnell;;False;;;;;1824;False;Ex Herb. Hort. Bot. Reg. Kew.;False;D. J. Harris;;False;Isoka Distr. 4000 ft.;False;;;;;;;-10.1535149 , 32.6368762;;;;False
B;Herbarium Berolinense;B 10 1021809;4;7214750;Xyridaceae;Xyris;complanata;;China;;;;False;Hainan(海南);;;False;;;;;18/09/1932 - 18/09/1932;;;Lau, S. K.;;;;;;;518;;Herbarium of Lingnan Natural History Survey and Museum, Lingnan University, Canton, China.;False;Conert;;;Sam Ah Kaai, (Ngai District);;False;;;;;;18.243055555555557 , 109.505;;;;False
B;Herbarium Berolinense;B 10 1021834;4;7214750;Xyridaceae;Xyris;ekmanii;;Kuba;;;;False;Pinar del Río;;;False;;;;;14/06/1920 - 14/06/1920;;;E. L. Ekman;;;;;;;11268;;;True;Conert;;False;La Grifa, at a Laguna north of town, in the Paratheria-belt;False;;;;;;;22.012 , -84.025;;;;False
B;Herbarium Berolinense;B 10 0069442;4;7214750;Xyridaceae;Xyris;flabelliformis;;Kuba;False;;;;Pinar del Río;;;;;;;;05/01/2001 - 05/01/2001;False;False;W. Greuter, J. Ferro, R. Rankin & A. Urquiola;;False;;;;;25618;False;Werner Greuter - Plantae e Cuba insula;False;;;True;"Municipio Guane, ""Laguna de los Carneros"". Sta. Teresa, Pinar sobre arena blanca.";False;;;;;;;22.119444444444444 , -84.00833333333334;;;;False
B;Herbarium Berolinense;B 10 1021847;4;7214750;Xyridaceae;Xyris;fimbriata;;Vereinigte Staaten von Amerika;;;;False;Mississippi;;;False;;;;;01/09/1849 - 30/09/1849;;;Trécul;;;;;;;929;False;Herb. Mus. Paris;;John Lewis;;;Etat du Mississipi. Dans les marais, a Biloxi.;;False;;;;;;30.416666666666668 , -88.56;;;;
B;Herbarium Berolinense;B 10 1021869;4;7214750;Xyridaceae;Xyris;glabrata;;Französisch-Guayana;;;;False;(Guyane Française);;;False;;;;;;;True;Moen;;;;;;;;True;Herbarium W. Hans, Herrnhut (Sachsen),Herbar A. L. von Reuss;;;;True;Cayenne;;False;;;;;;4.921 , -52.326;;;;
B;Herbarium Berolinense;B 10 1021913;4;7214750;Xyridaceae;Xyris;involucrata;;Venezuela;;;;False;Bolívar;;;;;;;;01/02/1910 - 28/02/1910;;;E. Ule;;;;;;;8551;;E. Ule Herbarium Brasiliense;;Conert;;;Rio Cuquenan, am Sumpfrande bei Schaweila Mota.;;False;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1021911;4;7214750;Xyridaceae;Xyris;involucrata;;Venezuela;False;;;;Amazonas;;;;;;;;09/03/1980 - 09/03/1980;False;False;Otto Huber;;False;;;;;5109;False;Herbario Nacional de Venezuela (VEN);False;R. Kral;;False;Dept°  Atures, extensas sabanas a unos 10 km al SW del río Guyapo medio, Alt: ~ 110 m.s.n.m.;False;;;;;;;4.233191478020895 , -67.5044;;;;False
B;Herbarium Berolinense;B 10 1021920;4;7214750;Xyridaceae;Xyris;jupicai;;Französisch-Guayana;;;;False;(Guyane Française);;;False;;;;;01/01/1820 - 31/12/1820;True;False;;;True;;;;;;True;Ex Hb. Kunth;False;Conert;;False;Cajenna;False;;;;;;;4.921 , -52.326;;;;
B;Herbarium Berolinense;B 10 1021994;4;7214750;Xyridaceae;Xyris;metallica;;Brasilien;False;;;;;;;True;;;;;;;True;Sellow;;False;;;;;;True;;True;Conert;;False;Brasilia;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1021987;4;7214750;Xyridaceae;Xyris;malmeana;;Guyana;False;;;;Upper Takutu-Upper Essequibo;;;;;;;;07/10/1992 - 07/10/1992;False;False;M. J. Jansen-Jacobs, B. J. H. ter Welle, H. J. M. Sipman, V. James;;False;;;;;2765;False;;True;M. J. Jansen-Jacobs;;False;Rupununi District, Parabara Savanna. 150-200 m;False;;;;;;;2.25 , -59.3333;;;;False
B;Herbarium Berolinense;B 10 1021983;4;7214750;Xyridaceae;Xyris;macrocephala;;Brasilien;False;;;;Rio Grande do Sul;;;;;;;;01/01/1923 - 31/01/1923;False;False;C. Jürgens;;False;;;;;73;False;;True;Conert;;False;Fasenda Boa Esperanza Municipio Rio Pardo. Alt. : 70 m.;False;;;;;;;-29.9648519 , -52.3529334;;;;False
B;Herbarium Berolinense;B 10 1021981;4;7214750;Xyridaceae;Xyris;macrocephala;;Brasilien;False;;;;Rio Grande do Sul;;;;;;;;24/02/1954 - 24/02/1954;False;False;B. Rambo;;False;;;;;55080;False;;True;B. Rambo;;False;Vila Oliva p. Caxias. In paludosis;False;;;;;;;-29.21840316012973 , -50.88094711303712;;;;False
B;Herbarium Berolinense;B 10 1022016;4;7214750;Xyridaceae;Xyris;obscura;;Tansania;False;;;;Mbeya;;;;;;;;;;True;S. Paulo;;False;;;;;242;False;Ex Herb. Hort. Bot. Reg. Kew.;False;;;True;Rungwe Forest, Rungwe Distr., Southern Highlands.;;False;;;;;;-9.1273331 , 33.698707013990315;;;;False
B;Herbarium Berolinense;B 10 1022046;4;7214750;Xyridaceae;Xyris;platystachya;;Brasilien;False;;;;;;;True;;;;;01/01/1890 - 31/12/1891;True;False;A. Glaziou;;False;;;;;;True;Ign. Urban;False;Conert;;False;Brasilia;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022048;4;7214750;Xyridaceae;Xyris;pterygoblephara;;Brasilien;False;;;;;;;True;;;;;;;True;[Sellow];;False;;;;;;True;Sellow,Kunth;False;;;True;Brasilia meridionalis;False;;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022085;4;7214750;Xyridaceae;Xyris;savanensis;;Brasilien;;;;False;Pará;;;False;;;;;;;True;;;True;;;;;;True;;True;Conert;;;? prope Santarem, Rio Amazonas;False;;;;;;;-2.447124261579086 , -54.68376159667969;;;;False
B;Herbarium Berolinense;B 10 1022068;4;7214750;Xyridaceae;Xyris;rigida;;Brasilien;False;;;;Rio Grande do Sul;;;;;;;;18/12/1950 - 18/12/1950;False;False;B. Rambo;;False;;;;;49398;False;Anchieta B. Rambo;False;L. B. Smith & R. J. Downs;;False;Taimbesinho p. S. Francisco de Paula. In paludosis;False;;;;;;;-29.448454 , -50.5833027;;;;False
B;Herbarium Berolinense;B 10 1022124;4;7214750;Xyridaceae;Xyris;surinamensis;;Guyana;False;;;;Upper Takutu-Upper Essequibo;;;;;;;;02/09/1989 - 02/09/1989;False;False;M.J. Jansen-Jacobs,  E.M. Nic Lughada, B.J.H. ter Welle, D. Gopaul;;False;;;;;1384;False;Institute of Systematic Botany, Utrecht (U);False;J. C. Lindemann;;False;Gunn's Essequibo River, Savanna, Alt 240-260 m;False;;;;;;;1.6506605351778154 , -58.62002134323121;;;;False
B;Herbarium Berolinense;B 10 1022116;4;7214750;Xyridaceae;Xyris;straminea;;Tansania;False;;;;Iringa;;;;;;;;14/07/1956 - 14/07/1956;False;False;E. Milne-Redhead and P. Taylor;;False;;;;;11081;False;;True;;;True;Iringa, just N of township, in secondary grassland on sand, seasonally wet and now dry: 1650 m.;False;;;;;;;-7.72107050101083 , 35.70166110992432;;;;False
B;Herbarium Berolinense;B 10 1022820;4;7214750;Zingiberaceae;Costus;lima var. lima;;Kolumbien;False;;;False;Chocó;;;False;;;;;14/04/1982 - 14/04/1982;;;E. Forero, R. Jaramillo M. & Alba L. Forero R.;;;;;;;9232;;;True;P. J. M. Maas;;;Hoya del Rio Atrato. Municipio de Bojayá, caño de Bojayacito, cerca de Bellavista. Alt. ca. 40 m.;;False;;;;;;6.526866 , -76.8775;;;;
B;Herbarium Berolinense;B 10 1022840;4;7214750;Zingiberaceae;Costus;pulverulentus;;Guatemala;False;;;;Alta Verapaz;;;;;;;;01/05/1901 - 31/05/1901;False;False;H. von Tuerckheim;;False;;;;;7687;False;;True;P. J. M. Maas;;False;Cubilquitz [Cubilhuitz], alt. 350 m.;False;;;;;;;15.665097739082814 , -90.42760848999025;;;;False
B;Herbarium Berolinense;B 10 1022833;4;7214750;Zingiberaceae;Costus;plowmanii;;Kolumbien;False;;;False;Valle del Cauca;;;;;;;;03/10/1974 - 03/10/1974;False;False;P. J. M. Maas & T. Plowman;;False;;;;;1900;False;Herb. Acad. Rheno-Trai.;False;P. J. M. Maas;;False;Dep. El Valle, steep, forested slopes near Cueremal, 1350 m.;False;;;;;;;3.5255860164002106 , -76.74585342407228;;;;False
B;Herbarium Berolinense;B 10 1022871;4;7214750;Zingiberaceae;Costus;speciosus;;China;False;;;;Hainan(海南);;;;;;;;01/03/1933 - 31/07/1933;False;False;F. C. How;;False;;;;;70806;False;;True;P. J. M. & H. Maas;;False;"Yaichow, Hainan; alt. 800 ft.";False;;;;;;;18.391111111111112 , 109.41944444444445;;;;
B;Herbarium Berolinense;B 10 1022868;4;7214750;Zingiberaceae;Costus;scaber;;Guyana;;;;False;Upper Takutu-Upper Essequibo;;;False;;;;;20/02/1985 - 20/02/1985;;;"Jansen-Jacobs, M. J., Feuillet, C.,  Hiepko, P.; Skog, L. E.; ter Welle, B. J. H.";;;;;;;328;;;True;P. Maas;;;Kanuku Mts. Alt. 280-400 m. High forest along creek.;;False;;;;;;3.1333 , -59.3833;;;;
B;Herbarium Berolinense;B 10 1022865;4;7214750;Zingiberaceae;Costus;scaber;;Guyana;False;;;False;Upper Takutu-Upper Essequibo;;;;;;;;16/11/1987 - 16/11/1987;False;False;M.J. Jansen-Jacobs, B.J.H. ter Welle, A.R.A. Görts-van Rijn, R.C. Ek;;False;;;;;941;False;Institute of Systematic Botany, Utrecht (U);False;P. J. M. Maas;;False;Kanuku Mts., Maipaima, Camp 3 on Tsikoma Creek. Elev. 160 m. Forest.;False;;;;;;;3.3666666666666667 , -59.5;;;;False
B;Herbarium Berolinense;B 10 1022850;4;7214750;Zingiberaceae;Costus;scaber;;Französisch-Guayana;False;;;;(Guyane Française);;;;;;;;01/10/1986 - 01/10/1986;False;False;M. Freiberg;;False;;;;;298;False;;True;S. Mori;;False;Saül Route jaone;False;;;;;;;3.6244418715038713 , -53.20738792419434;;;;False
B;Herbarium Berolinense;B 10 1022849;4;7214750;Zingiberaceae;Costus;scaber;;Peru;False;;;;Loreto;;;;;;;;07/01/1991 - 07/01/1991;False;False;A. Gentry, R. Vásquez, C. Grández, R. Ortíz & N. Jaramillo;;False;;;;;72233;False;;True;Vasquez;;False;"Maynas Province. Explorama Lodge Tourist Camp; Yanamono, Río Amazonas halfway between Indiana and mount of Río Napo; mature forest on lateritic soil. 130 m";False;;;;;;;-3.466666666666667 , -72.83333333333333;;;;False
B;Herbarium Berolinense;B 10 1021980;4;7214750;Xyridaceae;Xyris;macrocephala;;Brasilien;False;;;;Rio Grande do Sul;;;;;;;;23/01/1958 - 23/01/1958;False;False;B. Rambo SJ;;False;;;;;63527;False;Anchieta;False;Emrich-Rambo;;False;Faz. do Arroio p. Osorio  In paludosis;False;;;;;;;-29.93879597257967 , -50.21824836730958;;;;False
B;Herbarium Berolinense;B 10 1022039;4;7214750;Xyridaceae;Xyris;piresiana;;;False;;;True;;;;True;;;;;;;True;;;True;;;;;;True;Smithsonian Institution, Washington;False;;;True;;;True;;;;;;;;;;True
B;Herbarium Berolinense;B 10 1022051;4;7214750;Xyridaceae;Xyris;ramboi;"""Kein Belege""";;;;;;;;;;;;;;;;;B. Rambo;;False;;;;;;;;True;L. B. Smith & R. J. Downs;;False;;;;;;;;;;;;;
B;Herbarium Berolinense;B 10 1022067;4;7214750;Xyridaceae;Xyris;rigida;;Brasilien;False;;;;São Paulo;;;;;;;;01/12/1924 - 31/12/1924;False;False;C. Jürgens;;False;;;;;Cy 99;False;Herbar Rudolf Gross;False;Conert;;False;Municipio Santo Am[p]aro, Hab.: Monte Alegre, Alt.: 70 m;False;;;;;;;-22.678015179096185 , -46.66683197021485;;;;False
B;Herbarium Berolinense;B 10 1022090;4;7214750;Xyridaceae;Xyris;schneeana;;Venezuela;False;;;;Bolívar;;;;;;;;19/04/1956 - 19/04/1956;False;False;Schnee;;False;;;;;1577;False;;True;;;True;Auyantepui, altiplanicie, 2300 m.;False;;;;;;;5.900328035113809 , -62.54142165184022;;;;False
B;Herbarium Berolinense;B 10 1022135;4;7214750;Xyridaceae;Xyris;trachyphylla;;Brasilien;False;;;;Rio de Janeiro;;;;;;;;01/12/1884 - 31/12/1884;False;False;Mendonca;;False;;;;;1187;False;Museum botanicum Berolinense;False;Conert;;False;Corcovado;False;;;;;;;-22.9519478 , -43.210579;;;;False
B;Herbarium Berolinense;B 10 1021649;4;7214750;Xyridaceae;Abolboda;abbreviata;;Brasilien;False;;;;Pará;;;;;;;;05/07/1912 - 05/07/1912;False;False;A. Dreke;;False;;;;;18971;;;True;G. Malme;;False;Campos do Ariramba (in regione medii flum. Trombetas, civ. Pará) locis uliginosis;;False;;;;;;-1.5 , -56.23;;;;False
B;Herbarium Berolinense;B 10 1022771;4;7214750;Zingiberaceae;Costus;allenii;;Kolumbien;False;;;;Antioquia;;;;;;;;04/08/1947 - 08/08/1947;False;False;W. H. Hodge;;;;;;;7066;;;True;P. J. M. Maas;;;"Selva pluvial; carretera al mar cerca de Villa Arteaga; precipitatión pluvial 3750-5000 mm. anuales, altura 150 m.";;False;;;;;;7.355486784953263 , -76.4836621284485;;;;
B;Herbarium Berolinense;B 10 1022770;4;7214750;Zingiberaceae;Costus;allenii;;Venezuela;False;;;;Mérida;;;;;;;;06/06/1952 - 06/06/1952;False;False;Vareschi & Pannier;;False;;;;;1674;False;1.: Herbario Nacional de Venezuela, 2.: Herb. Acad. Rheno-Trai.;False;P. J. M. Maas;;False;Regenwald, Urwald Sw-lich El Vigía, 130 m s. m., Estrado Merida, Boden flach, humusarm, alluv., Silva pluvial. Carreta Panamericana ca 15 km de El Vigía.;False;;;;;;;8.480522022463072 , -71.41113281250001;;;;False
B;Herbarium Berolinense;B 10 1022870;4;7214750;Zingiberaceae;Costus;speciosus;;China;False;;;False;Hainan(海南);;;False;;;;;22/10/1932 - 22/10/1932;;;Lei, C. I.;;;;;;;161;;Herbarium of Lingnan Natural History Survay and Museum, Lingnan University. Canton. China;;P. J. M. & H. Maas;;;Goon Yam Son Shu, Pak Shik Ling and vicinity, Ku Tung Village, Ching Mai District.;;False;;;;;;19.7356 , 109.9978;;;;
B;Herbarium Berolinense;B 10 1022864;4;7214750;Zingiberaceae;Costus;scaber;;Guyana;;;;False;Upper Takutu-Upper Essequibo;;;False;;;;;16/11/1987 - 16/11/1987;;;"M. J. Jansen-Jacobs, B. J. H. ter Welle; A. R. A. Görts-van Rijn; R. C. Ek";;;;;;;941;;;True;P. J. M. Maas;;;Kanuku Mts., Maipaima, Camp 3 on Isikoma Creek. Elev. 160 m. Forest.;;False;;;;;;3.3666666666666667 , -59.5;;;;
B;Herbarium Berolinense;B 10 1022867;4;7214750;Zingiberaceae;Costus;scaber;;Guyana;False;;;;Upper Takutu-Upper Essequibo;;;;;;;;12/11/1982 - 12/11/1982;False;False;"Stoffers, A. L. ; Gorts-van Rijn, A. R. A., ter Welle, B. J. H.;  Bonsen, K. J.";;False;;;;;302;False;;True;Maas, P. J. M;;False;Marudi Mts., Mazoa Hill, near NorMan Mines camp.;False;;;;;;;2.25 , -59.167;;;;False
B;Herbarium Berolinense;B 10 1022855;4;7214750;Zingiberaceae;Costus;scaber;;Peru;False;;;;San Martin;;;;;;;;16/07/1980 - 16/07/1980;False;False;Jose Schunke V.;;False;;;;;14066;False;;True;PM [Paulus J. M. Maas];;False;Quebrada Pucayacu, cerca a la chacra del Sr. Pastor Gonzáles. Prov. Mariscal Cáceras, Tocache Nuevo. En bosque alto. Sobre Nivel del Mar 400 Metres.;;False;;;;;;-8.748761698128218 , -76.11980438232423;;;;False
B;Herbarium Berolinense;B 10 1022854;4;7214750;Zingiberaceae;Costus;scaber;;Mexiko;;;;False;Veracruz Llave;;;False;;;;;24/09/1908 - 24/09/1908;;;H. Schenck;;;;;;;684;;H. Schenck;;P. J. M. Maas;;;Zacuapam;;False;;;;;;20.3415202 , -97.2462144;;;;
B;Herbarium Berolinense;B 10 1022848;4;7214750;Zingiberaceae;Costus;scaber;;Honduras;;;;False;Atlántida;;;False;;;;;20/06/1989 - 20/06/1989;;;Martín Galo;;;;;;;5;;;True;P. J. M. & H. Maas;;False;San José de Texiguat, 30 Km al N E de Tela, bosque húmedo tropical, 80 m. alt.;;False;;;;;;15.783333333333333 , -87.45;;;;
B;Herbarium Berolinense;B 10 1022909;4;7214750;Zingiberaceae;Curcuma;sp.;;Papua-Neuguinea;False;;;;Morobe;;;;;;;;16/06/1938 - 16/06/1938;False;False;M. S. Clemens;;False;;;;;;True;;True;;;True;Boana, grassland by airdrome, Altitude above sea 3100 ft. Boys coll.;False;;;;;;;-6.433119256332987 , 146.82488322257998;;;;False
